Name,Url,Location,din_rev,del_rev,category,Cuisine_offered,cost_for_two,is_vegeterian,is_bar_available,home_delivery,offers_dining,avg_din_rate,avg_del_rate
Saini Dhaba,https://www.zomato.com/jaipur/saini-dhaba-sodala,Sodala,272 Dining Reviews,"6,899 Delivery Reviews",Dhaba ,North Indian,250,yes,no,yes,yes,3.9,3.9
Saini Dhaba,https://www.zomato.com/jaipur/saini-dhaba-lal-kothi,Lal Kothi,54 Dining Reviews,"1,511 Delivery Reviews",Dhaba ,North Indian,350,yes,no,yes,yes,3.5,3.3
Saini Dhaba,https://www.zomato.com/jaipur/saini-dhaba-2-sodala,Sodala,Does not offer Dining,65 Delivery Reviews,,North Indian,400,no,no,yes,no,,3.9
Saini Dhaba,https://www.zomato.com/jaipur/saini-dhaba-sikar-road,Sikar Road,95 Dining Reviews,"2,893 Delivery Reviews",Dhaba ,North Indian,350,yes,no,yes,yes,3.7,3.5
Saini Dhaba & Fast Food,https://www.zomato.com/jaipur/saini-dhaba-fast-food-sodala,Sodala,14 Dining Reviews,406 Delivery Reviews,Dhaba ,North Indian,200,no,no,yes,yes,2.4,3.8
Saini Juice Center,https://www.zomato.com/jaipur/saini-juice-center-shyam-nagar,Shyam Nagar,Not enough Dining Reviews,Does not offer Delivery,Beverage Shop ,"Juices, Beverages",100,no,no,no,yes,,
Saini Pavitre Bhojnalya,https://www.zomato.com/jaipur/saini-pavitre-bhojnalya-sodala,Sodala,10 Dining Reviews,45 Delivery Reviews,Quick Bites ,North Indian,400,no,no,yes,yes,3.3,3.4
Saini Tadka,https://www.zomato.com/jaipur/saini-tadka-mansarovar,Mansarovar,10 Dining Reviews,45 Delivery Reviews,Quick Bites ,Rajasthani,200,no,no,yes,yes,,
Saini's Kachoriwala,https://www.zomato.com/jaipur/sainis-kachoriwala-c-scheme,C Scheme,Does not offer Dining,171 Delivery Reviews,,Street Food,100,yes,no,yes,no,,4.4
Sakee Bar,https://www.zomato.com/jaipur/sakee-bar-mi-road,MI Road,4 Dining Reviews,Does not offer Delivery,Bar ,Finger Food,"1,000",no,yes,no,yes,2.4,
Sakora Tea Lounge,https://www.zomato.com/jaipur/sakora-tea-lounge-malviya-nagar,Malviya Nagar,5 Dining Reviews,Does not offer Delivery,Quick Bites ,"Tea, Fast Food",500,yes,no,no,yes,3.6,
Sakshi Burger King And Shake,https://www.zomato.com/jaipur/sakshi-burger-king-and-shake-1-shyam-nagar,West Jaipur,Does not offer Dining,Not enough Delivery Reviews,,"Fast Food, Beverages",300,no,no,yes,no,,
Salasar Bhojnalaya,https://www.zomato.com/jaipur/salasar-bhojnalaya-khatipura-road,Khatipura Road,Not enough Dining Reviews,Not enough Delivery Reviews,Bhojanalya ,North Indian,250,yes,no,yes,yes,,
Salsa - Hotel Royal Orchid,https://www.zomato.com/jaipur/salsa-hotel-royal-orchid-tonk-road,Durgapura,37 Dining Reviews,Not enough Delivery Reviews,Bar ,"Finger Food, Fast Food","2,000",no,yes,yes,yes,3.4,
Saltus Kitchen & Bar,https://www.zomato.com/jaipur/saltus-kitchen-bar-gopalbari,Gopalbari,6 Dining Reviews,Does not offer Delivery,Casual Dining ,"North Indian, Italian, Continental",800,no,yes,no,yes,3.7,
Sambhar Phini Wala,https://www.zomato.com/jaipur/sambhar-phini-wala-pink-city,Pink City,70 Dining Reviews,Does not offer Delivery,Sweet Shop ,Mithai,100,no,no,no,yes,3.6,
SambharSa - Chasing Flavours of The South,https://www.zomato.com/jaipur/sambharsa-chasing-flavours-of-the-south-malviya-nagar,Malviya Nagar,82 Dining Reviews,55 Delivery Reviews,Casual Dining ,South Indian,600,yes,no,yes,yes,4,3.9
Samiksha Food Point,https://www.zomato.com/jaipur/samiksha-food-point-1-tonk-road,Gopalpura,12 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,North Indian,250,no,no,yes,yes,3.2,
Sammy Singh's Rooftop,https://www.zomato.com/jaipur/sammy-singhs-rooftop-c-scheme,C Scheme,117 Dining Reviews,Not enough Delivery Reviews,Lounge ,"North Indian, Chinese, Fast Food, Italian","1,700",no,yes,yes,yes,3.7,
Samode Haveli Restaurant,https://www.zomato.com/jaipur/samode-haveli-restaurant-amer-road,Amer Road,149 Dining Reviews,Does not offer Delivery,Fine Dining ,"North Indian, Mughlai, Continental, Rajasthani","3,500",no,yes,no,yes,4,
Samosas N More,https://www.zomato.com/jaipur/samosas-n-more-c-scheme,C Scheme,Does not offer Dining,667 Delivery Reviews,,"Fast Food, North Indian, South Indian, Beverages",300,yes,no,yes,no,,3.1
Samrat,https://www.zomato.com/jaipur/samrat-adarsh-nagar,Adarsh Nagar,102 Dining Reviews,Does not offer Delivery,Food Court ,Street Food,100,yes,no,no,yes,3.8,
Samrat Burger and Pizza Cafe,https://www.zomato.com/jaipur/samrat-burger-and-pizza-cafe-tonk-road,Pratap Nagar,Does not offer Dining,173 Delivery Reviews,,"Pizza, Beverages, Desserts, Fast Food",350,no,no,yes,no,,3.5
Samrat Burger And Pizza Cafe,https://www.zomato.com/jaipur/samrat-burger-and-pizza-cafe-2-tonk-road,Pratap Nagar,7 Dining Reviews,43 Delivery Reviews,Quick Bites ,"Pizza, Beverages, Fast Food",400,no,no,yes,yes,2.8,3.8
Samrat Restaurant,https://www.zomato.com/jaipur/samrat-restaurant-c-scheme,C Scheme,23 Dining Reviews,Does not offer Delivery,Quick Bites ,"South Indian, Street Food, Fast Food",250,yes,no,no,yes,3,
Samrat Restaurant,https://www.zomato.com/jaipur/samrat-restaurant-pink-city,Pink City,269 Dining Reviews,658 Delivery Reviews,Quick Bites ,"Street Food, Fast Food",150,yes,no,yes,yes,3.7,4.1
Sam's Chicken Kitchen,https://www.zomato.com/jaipur/sams-chicken-kitchen-vaishali-nagar,Vaishali Nagar,269 Dining Reviews,658 Delivery Reviews,Quick Bites ,North Indian,250,no,no,yes,yes,,
Sam's Pizza,https://www.zomato.com/jaipur/sams-pizza-vaishali-nagar,Vaishali Nagar,67 Dining Reviews,300 Delivery Reviews,Quick Bites ,Pizza,450,no,no,yes,yes,2.6,4.1
Sandwich Bay,https://www.zomato.com/jaipur/sandwich-bay-bais-godam,Bais Godam,317 Dining Reviews,"3,582 Delivery Reviews",Quick Bites ,Healthy Food,400,no,no,yes,yes,4,4.1
Sandwich Box,https://www.zomato.com/jaipur/sandwich-box-4-vidhyadhar-nagar,Vidhyadhar Nagar,52 Dining Reviews,"1,125 Delivery Reviews",CAFÉ ,"Cafe, Sandwich, Pizza, Burger, Fast Food, Tea, Beverages",500,yes,no,yes,yes,3.3,3.9
Sandwich Box Cafe,https://www.zomato.com/jaipur/sandwich-box-cafe-chitrakoot,Chitrakoot,14 Dining Reviews,241 Delivery Reviews,Quick Bites ,"Fast Food, Chinese",450,yes,no,yes,yes,3.1,3.5
Sandwich Cafe and Juice Corner,https://www.zomato.com/jaipur/sandwich-cafe-and-juice-corner-mi-road,MI Road,7 Dining Reviews,Does not offer Delivery,Beverage Shop ,"Fast Food, Beverages",150,yes,no,no,yes,3,
Sandwich Farm,https://www.zomato.com/jaipur/sandwich-farm-sikar-road,Sikar Road,25 Dining Reviews,58 Delivery Reviews,Quick Bites ,"Sandwich, Fast Food, Beverages",500,yes,no,yes,yes,3.4,3.9
Sandwich Fuel,https://www.zomato.com/jaipur/sandwich-fuel-tonk-road,Durgapura,20 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"Fast Food, Bakery",300,no,no,yes,yes,3.4,
Sandwich Seduction,https://www.zomato.com/jaipur/sandwich-seduction-malviya-nagar,Malviya Nagar,Does not offer Dining,19 Delivery Reviews,,"Sandwich, Fast Food, Beverages",250,no,no,yes,no,,3.9
Sandwich Square,https://www.zomato.com/jaipur/sandwich-square-vidhyadhar-nagar,Vidhyadhar Nagar,15 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"Sandwich, Fast Food, Beverages",250,yes,no,yes,yes,3.4,
Sandwich Way,https://www.zomato.com/jaipur/sandwich-way-narayan-singh-circle,Narayan Singh Circle,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,"Sandwich, Rolls, Salad, Fast Food, Beverages",400,no,no,no,yes,,
Sandwiches And Shakes,https://www.zomato.com/jaipur/sandwiches-and-shakes-c-scheme,C Scheme,Does not offer Dining,"3,323 Delivery Reviews",,Fast Food,150,yes,no,yes,no,,3.2
Sandy's Bites,https://www.zomato.com/jaipur/sandys-bites-raja-park,Raja Park,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,"South Indian, North Indian, Fast Food, Chinese",400,yes,no,no,yes,,
Saneer Kitchen,https://www.zomato.com/jaipur/saneer-kitchen-malviya-nagar,Malviya Nagar,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,"North Indian, Chinese",300,no,no,no,yes,,
Sangam Bhojanalaya,https://www.zomato.com/jaipur/sangam-bhojanalaya-mansarovar,Mansarovar,909 Dining Reviews,"4,966 Delivery Reviews",Dhaba ,North Indian,300,yes,no,yes,yes,3.8,4
Sanjay Ji Fast Food Wala,https://www.zomato.com/jaipur/sanjay-ji-fast-food-wala-khatipura-road,Khatipura Road,15 Dining Reviews,53 Delivery Reviews,Quick Bites ,"Street Food, Fast Food",200,yes,no,yes,yes,3.2,2.7
Sanjay Restaurant - Egg Dee,https://www.zomato.com/jaipur/sanjay-restaurant-egg-dee-bapu-nagar,Bapu Nagar,704 Dining Reviews,"7,842 Delivery Reviews",Casual Dining ,"Fast Food, Street Food, North Indian",500,no,no,yes,yes,4.3,4.1
Sanjha Chulha,https://www.zomato.com/jaipur/sanjha-chulha-mansarovar,Mansarovar,Does not offer Dining,668 Delivery Reviews,,North Indian,300,yes,no,yes,no,,3.5
Sanjha Chulha,https://www.zomato.com/jaipur/sanjha-chulha-lal-kothi,Lal Kothi,Does not offer Dining,54 Delivery Reviews,,North Indian,450,no,no,yes,no,,3.8
Sanjha Swad,https://www.zomato.com/jaipur/sanjha-swad-tonk-road,Sanganer,35 Dining Reviews,88 Delivery Reviews,Casual Dining ,North Indian,200,no,no,yes,yes,3.5,3.2
Sankalp,https://www.zomato.com/jaipur/sankalp-vaishali-nagar,Vaishali Nagar,342 Dining Reviews,412 Delivery Reviews,Casual Dining ,South Indian,650,no,no,yes,yes,3.7,4.1
Sanskar Hotel Restaurant,https://www.zomato.com/jaipur/sanskar-hotel-restaurant-vaishali-nagar,Vaishali Nagar,9 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, Chinese, South Indian",650,yes,no,yes,yes,3.1,
Sanskriti Chaat,https://www.zomato.com/jaipur/sanskriti-chaat-raja-park,Raja Park,Does not offer Dining,333 Delivery Reviews,,Street Food,100,no,no,yes,no,,4.6
Santino's Grill,https://www.zomato.com/jaipur/santinos-grill-mi-road,MI Road,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,"Fast Food, South Indian, Chinese, Beverages",150,no,no,no,yes,,
Santosh Bhojanalaya,https://www.zomato.com/jaipur/santosh-bhojanalaya-sindhi-camp,Sindhi Camp,226 Dining Reviews,Does not offer Delivery,Dhaba ,Rajasthani,250,yes,no,no,yes,3.6,
Santosh Dhaba,https://www.zomato.com/jaipur/santosh-dhaba-sindhi-camp,Sindhi Camp,Not enough Dining Reviews,Not enough Delivery Reviews,Quick Bites ,North Indian,300,no,no,yes,yes,,
Saqi Bar,https://www.zomato.com/jaipur/saqi-bar-sindhi-camp,Sindhi Camp,5 Dining Reviews,Does not offer Delivery,Bar ,Finger Food,"1,000",no,yes,no,yes,3.1,
Sardar Ji Food Cart,https://www.zomato.com/jaipur/sardar-ji-food-cart-sodala,Sodala,Not enough Dining Reviews,Does not offer Delivery,Kiosk ,North Indian,400,no,no,no,yes,,
Sardar Ji's Lassi And Kachori,https://www.zomato.com/jaipur/jai-hind-restaurant-mi-road,MI Road,237 Dining Reviews,"1,053 Delivery Reviews",Beverage Shop ,"Beverages, Street Food",150,yes,no,yes,yes,4,4
Sartaj Hotel,https://www.zomato.com/jaipur/sartaj-hotel-mi-road,MI Road,28 Dining Reviews,424 Delivery Reviews,Quick Bites ,"North Indian, Mughlai",350,no,no,yes,yes,3.6,3.6
Sarvan Cafe,https://www.zomato.com/jaipur/sarvan-cafe-raja-park,Raja Park,180 Dining Reviews,"1,430 Delivery Reviews",Quick Bites ,South Indian,200,yes,no,yes,yes,3.8,4
Satfal,https://www.zomato.com/jaipur/satfal-pink-city,Pink City,18 Dining Reviews,105 Delivery Reviews,"Beverage Shop, Quick Bites ","Beverages, Healthy Food",300,yes,no,yes,yes,3.6,3.9
Sathi Restaurant & Bar,https://www.zomato.com/jaipur/sathi-restaurant-bar-vaishali-nagar,Vaishali Nagar,128 Dining Reviews,19 Delivery Reviews,"Casual Dining, Bar ","North Indian, Italian, Chinese",750,no,yes,yes,yes,3.8,3.1
Sati Jodhpur Mishthan Bhandar,https://www.zomato.com/jaipur/sati-jodhpur-mishthan-bhandar-mansarovar,Mansarovar,21 Dining Reviews,Does not offer Delivery,"Sweet Shop, Quick Bites ","Mithai, Street Food",200,yes,no,no,yes,3.3,
Satnam Cake & Bakers,https://www.zomato.com/jaipur/satnam-cake-bakers-mansarovar,Mansarovar,Does not offer Dining,568 Delivery Reviews,Bakery ,"Bakery, Fast Food",400,no,no,yes,no,,3.8
Satnam Enterprises,https://www.zomato.com/jaipur/satnam-enterprises-pink-city,Pink City,Not enough Dining Reviews,Does not offer Delivery,Dessert Parlor ,"Ice Cream, Desserts",200,yes,no,no,yes,,
Sattvic Bhojan,https://www.zomato.com/jaipur/sattvic-bhojan-lal-kothi,Lal Kothi,6 Dining Reviews,Does not offer Delivery,Quick Bites ,"North Indian, Fast Food",400,yes,no,no,yes,3.6,
Sattvic Bhojan,https://www.zomato.com/jaipur/sattvic-bhojan-malviya-nagar,Malviya Nagar,Does not offer Dining,284 Delivery Reviews,,"North Indian, Fast Food",400,yes,no,yes,no,,3.8
Saurabh Cake House,https://www.zomato.com/jaipur/saurabh-cake-house-mansarovar,Mansarovar,Does not offer Dining,Not enough Delivery Reviews,Bakery ,Bakery,400,no,no,yes,no,,
Sawariya Desi Thaat,https://www.zomato.com/jaipur/sawariya-desi-thaat-sodala,Sodala,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,Rajasthani,250,no,no,no,yes,,
Sawariya Ice Cream,https://www.zomato.com/jaipur/sawariya-ice-cream-adarsh-nagar,Adarsh Nagar,Not enough Dining Reviews,Does not offer Delivery,Dessert Parlor ,Ice Cream,100,no,no,no,yes,,
Sawariya Ice Cream,https://www.zomato.com/jaipur/sawariya-ice-cream-raja-park,Raja Park,Not enough Dining Reviews,Does not offer Delivery,Dessert Parlor ,Ice Cream,300,no,no,no,yes,,
Scarlet Bar,https://www.zomato.com/jaipur/scarlet-bar-civil-lines,Civil Lines,14 Dining Reviews,Does not offer Delivery,Bar ,"Finger Food, Bar Food","1,200",no,yes,no,yes,2.8,
Scary Mansion Lounge & Bar,https://www.zomato.com/jaipur/scary-mansion-lounge-bar-malviya-nagar,Malviya Nagar,441 Dining Reviews,32 Delivery Reviews,Casual Dining ,"North Indian, Chinese, Italian, Kebab","1,000",no,yes,yes,yes,4,3.8
Scooops N Smile,https://www.zomato.com/jaipur/scooops-n-smile-1-shyam-nagar,Shyam Nagar,75 Dining Reviews,Not enough Delivery Reviews,"Dessert Parlor, Quick Bites ","Ice Cream, Fast Food",200,yes,no,yes,yes,3,
Scoops And Cakes,https://www.zomato.com/jaipur/scoops-and-cakes-mansarovar,Mansarovar,75 Dining Reviews,Not enough Delivery Reviews,Bakery ,"Bakery, Desserts, Fast Food",200,no,no,yes,yes,,
Scorpion Express,https://www.zomato.com/jaipur/scorpion-express-tonk-road,Gopalpura,Does not offer Dining,Not enough Delivery Reviews,,"Continental, Chinese, North Indian",250,no,no,yes,no,,
Season 14,https://www.zomato.com/jaipur/season-14-ajmer-highway,Ajmer Highway,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,North Indian,550,no,no,no,yes,,
Sejal Cakes N Bake,https://www.zomato.com/jaipur/sejal-cakes-n-bake-khatipura-road,Khatipura Road,Does not offer Dining,610 Delivery Reviews,Bakery ,"Bakery, Fast Food, Chinese",300,no,no,yes,no,,4.3
Sejal Cakes N Bake,https://www.zomato.com/jaipur/sejal-cakes-n-bake-ajmer-highway,Ajmer Highway,Does not offer Dining,78 Delivery Reviews,,"Bakery, Desserts",150,no,no,yes,no,,4.1
Sejal's Bakery,https://www.zomato.com/jaipur/sejals-bakery-vaishali-nagar,Vaishali Nagar,Does not offer Dining,"1,585 Delivery Reviews",Bakery ,"Bakery, Chinese, Fast Food, Beverages",300,yes,no,yes,no,,4.6
Selfie Restaurant,https://www.zomato.com/jaipur/selfie-restaurant-mansarovar,Sanganer,78 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, Chinese, South Indian","1,000",yes,no,yes,yes,3.5,
Serving Spoon,https://www.zomato.com/jaipur/serving-spoon-jawahar-nagar,Jawahar Nagar,241 Dining Reviews,224 Delivery Reviews,Casual Dining ,"North Indian, Continental, Chinese, Italian",750,yes,no,yes,yes,4.2,3.7
Seth Ji Cafe,https://www.zomato.com/jaipur/seth-ji-cafe-tonk-road,Pratap Nagar,57 Dining Reviews,78 Delivery Reviews,Quick Bites ,"Fast Food, South Indian, Chinese",250,yes,no,yes,yes,3.6,3.7
Sethani Ka Dhaba,https://www.zomato.com/jaipur/sethani-ka-dhaba-adarsh-nagar,Adarsh Nagar,22 Dining Reviews,27 Delivery Reviews,Quick Bites ,"Rajasthani, North Indian",300,yes,no,yes,yes,3.4,3
Sethi Bar-Be-Que,https://www.zomato.com/jaipur/sethi-bar-be-que-raja-park,Raja Park,534 Dining Reviews,"6,486 Delivery Reviews",Casual Dining ,"North Indian, Chinese",600,no,no,yes,yes,3.9,4.1
Sethi Bar-Be-Que,https://www.zomato.com/jaipur/sethi-bar-be-que-vidhyadhar-nagar,North Jaipur,38 Dining Reviews,897 Delivery Reviews,Quick Bites ,"North Indian, Chinese, Momos, Fast Food",200,no,no,yes,yes,3.3,4.1
Sethi Kitchen,https://www.zomato.com/jaipur/sethi-kitchen-tonk-road,Gopalpura,22 Dining Reviews,54 Delivery Reviews,Casual Dining ,"North Indian, Chinese, Mughlai",800,no,no,yes,yes,3.3,3.9
Sethi Tikka Kabab Curry,https://www.zomato.com/jaipur/sethi-tikka-kabab-curry-ajmer-highway,Ajmer Highway,575 Dining Reviews,10.4K Delivery Reviews,Casual Dining ,"North Indian, Chinese, Mughlai","1,000",no,no,yes,yes,4.1,3.9
Sethi Veg Restaurant,https://www.zomato.com/jaipur/sethi-veg-restaurant-sodala,Sodala,36 Dining Reviews,263 Delivery Reviews,Casual Dining ,"Chinese, North Indian",600,yes,no,yes,yes,2.8,3.3
Sethia's Dana Pani,https://www.zomato.com/jaipur/sethias-dana-pani-1-shyam-nagar,Shyam Nagar,248 Dining Reviews,"1,177 Delivery Reviews",Casual Dining ,"North Indian, Italian, Continental, South Indian, Beverages, Chinese","1,000",no,no,yes,yes,4,4
Sethi's,https://www.zomato.com/jaipur/sethis-mansarovar,South Jaipur,Does not offer Dining,Not enough Delivery Reviews,,"North Indian, Hyderabadi",600,no,no,yes,no,,
Sethi's Dhaba,https://www.zomato.com/jaipur/sethis-dhaba-malviya-nagar,South Jaipur,Does not offer Dining,51 Delivery Reviews,,"North Indian, Chinese, Fast Food, Street Food",500,no,no,yes,no,,3.1
Sethi's Family Restaurant,https://www.zomato.com/jaipur/sethis-family-restaurant-jawahar-nagar,Jawahar Nagar,528 Dining Reviews,"4,260 Delivery Reviews",Quick Bites ,"North Indian, Chinese",600,no,no,yes,yes,3.7,4
Sethji Ka Dhaba (APB),https://www.zomato.com/jaipur/sethji-ka-dhaba-apb-gopalbari,Gopalbari,61 Dining Reviews,486 Delivery Reviews,Dhaba ,North Indian,350,yes,no,yes,yes,3,3.3
Setia Samosa,https://www.zomato.com/jaipur/setia-samosa-raja-park,Raja Park,Does not offer Dining,"6,426 Delivery Reviews",,Street Food,200,no,no,yes,no,,4.3
Shaan-E-Darbaar,https://www.zomato.com/jaipur/shaan-e-darbaar-mansarovar,Mansarovar,64 Dining Reviews,573 Delivery Reviews,Quick Bites ,"Mughlai, Chinese",650,no,no,yes,yes,3.7,3.3
Shaan-e-Darbar,https://www.zomato.com/jaipur/shaan-e-darbar-adarsh-nagar,Adarsh Nagar,9 Dining Reviews,59 Delivery Reviews,Quick Bites ,North Indian,300,no,no,yes,yes,2.9,3.9
Shaan-E-Disco Bar,https://www.zomato.com/jaipur/shaan-e-disco-bar-1-mi-road,MI Road,5 Dining Reviews,Does not offer Delivery,Bar ,"North Indian, Bar Food",800,no,yes,no,yes,2.5,
Shaan-e-Punjab Dhaba,https://www.zomato.com/jaipur/shaan-e-punjab-dhaba-1-khatipura-road,Khatipura Road,164 Dining Reviews,"4,956 Delivery Reviews",Dhaba ,"North Indian, Chinese",700,no,no,yes,yes,3.8,3.6
Shahi Chaupal,https://www.zomato.com/jaipur/shahi-chaupal-lal-kothi,Lal Kothi,35 Dining Reviews,30 Delivery Reviews,Casual Dining ,"North Indian, Chinese, Fast Food, Beverages",900,no,no,yes,yes,2.7,3.6
Shahi Kaju Samosa,https://www.zomato.com/jaipur/shahi-kaju-samosa-raja-park,Raja Park,Does not offer Dining,"1,621 Delivery Reviews",,Street Food,100,yes,no,yes,no,,4.1
Shahi Kake Di Hatti,https://www.zomato.com/jaipur/shahi-kake-di-hatti-1-mansarovar,Mansarovar,242 Dining Reviews,"1,546 Delivery Reviews",Casual Dining ,"North Indian, South Indian, Chinese",500,yes,no,yes,yes,2.6,3
Shahi Paan,https://www.zomato.com/jaipur/shahi-paan-tonk-road,Durgapura,18 Dining Reviews,Does not offer Delivery,Paan Shop ,"Fast Food, Paan",100,no,no,no,yes,3.1,
Shahi Restaurant,https://www.zomato.com/jaipur/shahi-restaurant-chitrakoot,Chitrakoot,5 Dining Reviews,57 Delivery Reviews,Quick Bites ,"North Indian, Chinese",500,no,no,yes,yes,3.5,3.9
Shahi Restaurant,https://www.zomato.com/jaipur/shahi-restaurant-vaishali-nagar,Vaishali Nagar,5 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"Rajasthani, North Indian",600,no,no,yes,yes,3.3,
Shahi Tadka,https://www.zomato.com/jaipur/shahi-tadka-chitrakoot,Chitrakoot,Not enough Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"North Indian, Chinese",250,yes,no,yes,yes,,
Shahi Zaika,https://www.zomato.com/jaipur/shahi-zaika-civil-lines,Civil Lines,13 Dining Reviews,211 Delivery Reviews,Quick Bites ,"North Indian, South Indian, Fast Food, Chinese",500,yes,no,yes,yes,3.6,3.4
Shake And Softy Corner,https://www.zomato.com/jaipur/shake-and-softy-corner-pink-city,Pink City,10 Dining Reviews,Does not offer Delivery,,"Desserts, Beverages",100,no,no,no,yes,3.3,
Shake N Bake,https://www.zomato.com/jaipur/shake-n-bake-1-tonk-road,Tonk Phatak,Does not offer Dining,550 Delivery Reviews,,"North Indian, Fast Food, Beverages",300,no,no,yes,no,,3.4
Shake N Bake,https://www.zomato.com/jaipur/shake-n-bake-tonk-road,Pratap Nagar,Does not offer Dining,30 Delivery Reviews,,"North Indian, Fast Food, Beverages",300,no,no,yes,no,,3.9
